ID,text,target,stance,stance:confidence,against_reason,favor_reason,none_reason,sarcasm,sarcasm:confidence,sentiment,sentiment:confidence,datetime,Date
146, وزارة الاتصالات تأخرت في التحول الالكتروني  العالم الان يعمل على الخدمات الذكية  والرقمية ...,Digital Transformation,Favor,0.7334,,F_Explicit,,No,1.0,Negative,0.7041,2020-12-16 10:23:27+00:00,16/12/2020
153,متوفر في عدد من المراكز الصحية ويمكن أخذه مباشرة دون الحاجة لموعد.. الدكتور مناف القحطاني يؤكد استيفاء تطعيم (فالنيفا) الفرنسي المضاد لفيروس كورونا معايير السلامة والجودة والفاعلية URL,Covid Vaccine,Favor,1.0,,F_Implicit,,No,1.0,Neutral,0.5961,2022-04-17 10:59:56+00:00,17/04/2022
155,   #تزود_بالخير26  عبر التحول للحساب الجاري التابع للجمعية  أو عبر المتجر الإلكتروني .,Digital Transformation,None,0.6992,,,Not Related,No,1.0,Neutral,1.0,2021-05-08 18:12:18+00:00,08/05/2021
159, في ليبيا في خوف كبير من التحول الالكتروني حتى مع جائحة كورونا في ممانعه كبيرة في التحول للتعليم الالكتروني يمكن الاجيال السابقه فاتها القطار ولهذا متبيش تنحط ع الرف,Digital Transformation,Against,0.4279,A_Explicit,,,No,0.8053,Negative,0.5244,2020-10-11 11:13:31+00:00,11/10/2020
161,  المصيبه انه مع التحول الالكترونى فى العالم وان المعاملات من خلال النت أصبحت المخاطر كثيرة والهاكرز كثير وممكن فى حال أى حادث ارهابى وقطع كابلات الانترنت اللى فى البحر يحدث شلل تام للبنوك والخدمات الحكومية التكنولوجيا سلاح ذو حدين,Digital Transformation,Against,1.0,A_Explicit,,,No,1.0,Negative,0.8009,2021-08-23 06:00:11+00:00,23/08/2021
162,MENTION MENTION التطعيم ماله اي معنى طالما انه مايرد كورونا بعدين شهالتطعيم اللي ضد كورونا ومتحور الهند والفطر الاسود والابيض والاخضر والاحمر؟ لايوجد ولن يوجد تطعيم ضد كل هالاوبئة ..معناتها يبونا نطعم علشان يبيعون جرعات اكثر على وزارة الصحة يعني القصد هو الربح التجاري مو اكثر,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.6612,2021-06-18 08:08:39+00:00,18/06/2021
163,وهل استوعبت أن فزعة المعلم وفزّته بتدريب وتطوير ذاته مهنيًا ليست كافية إن لم يتم تهيئة المدارس وتدريب الفئة المستهدفة فيها تدريبًا فعليًا لا ورقيًا ولا صوريًا لهذه المرحلة والنقلة وهذا التحول الإلكتروني؟,Digital Transformation,Against,0.4324,A_Explicit,,,No,1.0,Negative,0.7635,2020-03-14 08:18:01+00:00,14/03/2020
164,إن أرادت الوزارة المضي قدمًا نحو التحول الإلكتروني  عليها أن تسد الفجوات وتستمع لمطالب المعلمين الذين هم أدرى بشعاب البيئة التعليمية وليست إدارات التعليم. فمتى يكون ذلك؟,Digital Transformation,None,0.583,,,Not clear,No,1.0,Negative,0.7038,2020-03-14 08:18:02+00:00,14/03/2020
166,كيف ممكن تستفيد من بياناتك!🤔 عن طريق تحليلها تستطيع تحقيق أفضل النتائج 👌🏻 في محاضرة مثرية ستتعرف فيها على أفضل الأدوات التحليلية 📊  انتظرونا يوم الأربعاء على #ويبينار_التحول_التقني  سجِّل الآن   URL URL,Digital Transformation,None,0.7444,,,Not clear,No,1.0,Neutral,1.0,2022-01-29 13:00:01+00:00,29/01/2022
168, مشروع التوقيع الإلكتروني كان حلم استطعت تحقيقه بويوسف.. ونتمنى التحول الكامل للدولة في المعاملات الالكترونية  URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-11-29 16:54:09+00:00,29/11/2021
169,الحمدلله على نعمة الكويت ..♥️  #تطعيم_كورونا,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-02-18 09:47:11+00:00,18/02/2021
170,خلف كل #إنجاز_رقمي حكاية لشباب #السعودية_العظمى   تضافرت جهودهم لصنع الاستثناءات العاجلة في #الوطن_اكثر_من_ذلك  وها نحن اليوم نحصد حكاية #التحول_الرقمي لنباهي بها العالم URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-03-29 11:31:12+00:00,29/03/2021
171, أحسن الظن يمكن يبي يتكلم عن التدخين الالكتروني الجديد وكيف صار هذا التحول😂,Digital Transformation,None,0.7303,,,Not clear,Yes,0.6895,Neutral,0.845,2021-09-11 17:25:54+00:00,11/09/2021
172, هيئة مختصة في أمن المواقع الألكترونية الحكومية بذات و تكون مدربه على منع اي هكرز او فايروسات تدخل في المواقع وتطور الامن الالكتروني والخ . ومجالها في الجامعات الان له مستقبل كبير لان التحول الحكومي الرقمي يحتاجهم,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Neutral,0.6703,2021-06-29 21:03:01+00:00,29/06/2021
174,#تطعيم_كورونا امي تقول يجيب عُقم   تتوقعون الموضوع يحتاج رضا الوالدين ؟ ,Covid Vaccine,None,0.7396,,,Not clear,Yes,0.6011,Neutral,0.7151,2021-03-05 14:31:47+00:00,05/03/2021
175,#صباح_الخير  🔴 نحو التحول الرقمي الشامل    أحد أهم مرتكزات رؤية #عمان_2040  بدأ من العام القادم 2022 تطبيق إلزامية الدفع الإلكتروني لجميع الأنشطة التجارية في #السلطنة 🇴🇲 URL,Digital Transformation,Favor,0.7339,,F_Explicit,,No,1.0,Positive,1.0,2021-12-01 06:52:29+00:00,01/12/2021
178,الصحية مما يساهم في التحول الإلكتروني في العديد من الخدمات الصحية المقدمة على مستوى المنشأه والمرافق الصحية التابعة له في #محافظة_الخرج . #الخرج #الدلم #نعجان #لايف_السيح,Digital Transformation,Favor,0.6064,,F_Explicit,,No,1.0,Neutral,0.6669,2020-10-19 23:19:08+00:00,19/10/2020
180,"التحول الرقمى والتكنولوجيا الحديثة تنقذ ""الكهرباء"" من 3 أزمات كبيرة.. آليات الشحن والدفع الإلكترونى تحل مشكلة ""مسبوق الدفع"".. و""القراءة الموحد"" يقضى على أخطاء الفواتير ويكشف أخطاء شركات التوزيع URL",Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.702,2021-08-02 02:22:29+00:00,02/08/2021
181,تعاون بين العربية للتصنيع وأورنچ فى التحول الرقمى والتعليم الإلكترونيURL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Neutral,0.8259,2021-08-11 17:50:17+00:00,11/08/2021
182,نظرة إيجابية | عمل قطاعات مملكتنا الغالية على توظيف التقنية الحديثة في تقديم الخدمة للمستفيد -خلال هذه الفترة- بشكل واسع. سيساهم كثيراً في تقبّل #تقنيات_المستقبل ودعم وتسريع #التحول_الرقمي والذي يُعد أحد الركائز الأساسية لتحقيق #رؤية_المملكة_2030 #حول_عالتقنية #وطن_طموح_وطن_رقمي URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-04-19 08:05:41+00:00,19/04/2020
184, التحول الالكتروني ينهي جزء من الفساد,Digital Transformation,Favor,0.7471,,F_Explicit,,No,1.0,Positive,1.0,2021-02-22 22:21:18+00:00,22/02/2021
185,يبدو أن وزارة الأوقاف تدخل سباق التحول الإلكتروني بقوة  وتختصر المسافات  لتحدد مكانتها المتميزة بين باقي الوزارات..  فالبقاء ليس لمن يواكب الركب  بل لمن يسابقه ويتفرد بأدائه... URL,Digital Transformation,Favor,0.7294,,F_Explicit,,No,1.0,Positive,0.7702,2021-06-17 04:59:32+00:00,17/06/2021
186, التحول الرقمي وانتو ما تردو علي المتابعين!  تحول رقمي وهذا البرنامج الي معتمدين عليه؟ URL,Digital Transformation,Against,1.0,A_Explicit,,,No,1.0,Negative,1.0,2020-03-12 14:13:43+00:00,12/03/2020
187,   خبر جميل ومفرح   وبعد  التحول الإلكتروني اهم شي عشان نكون في المسار الصحيح   الله يوفقكم لخدمة ورفعة عمان.,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-09-13 14:39:02+00:00,13/09/2020
188,  نتمنى حراس الامن ايضا يأخذوا تدريب على طريقة المعاملة بالكلام مع عامة الناس عند  ارشادهم لاتباع الانظمه لها طريقة احترافية مهنة حراس الامن شفنا موظفين وزارة الصحه في مركز تطعيم كورونا ماشاءالله كانوا مبدعين في احترافية تقديم الانظ,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Neutral,0.5312,2022-04-04 03:43:52+00:00,04/04/2022
191,بسم الله وناخذ الجرعه الأولى لقاح COVID -19  #تطعيم_كورونا  #الرياض ,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Neutral,0.693,2020-12-31 08:47:13+00:00,31/12/2020
192,   مبدع الدكتور احمد الغساني أينما وجد . وهذا التحول الإلكتروني للخدمات راح يعطيها سمة السرعة والتميز في الأداء وهذا من أهداف رؤية عمان 2040. وفقكم الله تعالى في خدمة هذا الوطن الغالي.,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-12-13 11:20:31+00:00,13/12/2020
193, الحمد لله بعد أبشر والربط الإلكتروني بين الجهات الحكومية أصبحت معاناة المواطنين شيء من الماضي   بإمكان المستفيد التقدم بطلبه من البيت ويصله بكل يسر وسهولة... شكرا لكل من ساهم بهذا التحول الرقمي الذي وفر الوقت والجهد. URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-08-06 12:39:00+00:00,06/08/2021
194,  الحمد لله.  هذا هو عصر السرعة ويجب على جميع الجهات الاسراع في التحول الإلكتروني وتحقيق أهداف رؤية عمان 2040. وكلنا شركاء لتحقيق هذه الأهداف.,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-12-13 15:54:30+00:00,13/12/2020
195, شهاده تطعيم كورونا صح 😳🤔😂😂😂👍,Covid Vaccine,None,0.6058,,,Not clear,No,0.7491,Neutral,1.0,2022-05-04 20:11:53+00:00,04/05/2022
198,لا زالت المملكة تمضي بخُطى واثقة ومدروسة في مسيرة التحول الرقمي (في مختلف القطاعات) لبناء اقتصاد رقمي وتحقيق مستهدفات رؤيتها 2030..  #رؤية_السعودية_2030 URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.7407,2022-02-01 21:22:17+00:00,01/02/2022
199, التحول للتعليم الالكتروني جزء من الحل,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.7724,2020-03-14 00:08:39+00:00,14/03/2020
202,MENTION MENTION قبل كانت الجرعه الثانيه من اسباب تفشي كورونا لكن الان صارت الجرعه التنشيطيه لكن اقسم بالله ما أخذها,Covid Vaccine,Against,0.7504,A_Explicit,,,No,1.0,Negative,0.6509,2021-11-15 22:58:37+00:00,15/11/2021
205,"""لا حبل حول رقبتك  ولا أصفاد في يديك  ولا مرساة في قدمك  لكنك ممنوع من الحركة بإسم أشياء كثيرة لا صحة لها."" #لا_للتطعيم_الاجباري  #كارونة #تطعيم_كورونا   #البنات_ارجل_من_العيال   #غازي_الذيابي #الكويت #الرياض",Covid Vaccine,Against,0.7487,A_Explicit,,,No,1.0,Negative,0.6011,2021-05-25 06:24:13+00:00,25/05/2021
206,واعتمرت بفضل الله ومنته بدون تطعيم   ودعيت ربي انه ياخذ حقنا من كل من سلبها واجبرنا ع لقاح تجريبي #الغاء_اشتراط_التحصين #لا_للتطعيم_الاجباري URL,Covid Vaccine,Against,0.776,A_Explicit,,,No,1.0,Negative,0.6142,2022-04-24 08:09:19+00:00,24/04/2022
208,  مشروع الربط الالكتروني سوف يشكل دفعة قوية في مجال التحول الرقمي  ويختصر الوقت والجهد في التواصل بين الجهات الحكومية  حفظ الله سمو الامير ووفقهم الله,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-03-07 13:36:05+00:00,07/03/2021
210, التعليم الالكتروني يختلف عن الحضوري .. الأن الطلاب والطالبات  يتنافسون في قدراتهم المتميزة في التعامل مع التحول الرقمي  شكرا لك 💐,Digital Transformation,Favor,0.7179,,F_Explicit,,No,1.0,Positive,1.0,2021-03-09 09:32:38+00:00,09/03/2021
